id,name,description,synonyms,github_discussion_number,stage,public,expected_number_of_records,frequency_of_updates,prioritised,datasets,useful_links,legislation,slug,created,updated,deleted_date,specification,is_local_land_charge,blocked_reason,os_declaration,is_local_plan_data
770529fd-b90e-438e-96c9-e0b0fae08c7b,Distribution network operator (dno) licence area,There are 14 licensed Distribution Network Operators (DNOs) in Britain and each is responsible for a regional distribution services area. DNO Licence Areas are sometimes referred to as GSP Groups and historically have also been known as Public Electricity Supplier (PES) regions,"{""GSP Groups"",""Public Electricity Supplier (PES) regions""}",101,RESEARCH,t,,,f,,"[{""link_url"": ""https://www.neso.energy/data-portal/gis-boundaries-gb-dno-license-areas"", ""link_text"": ""Available data from NESO""}]",,distribution-network-operator,2025-01-12,2025-01-24 09:55:25.664939,,,f,"The licence that this data is available under is their public data sharing licence - which (from the description) the same as CC BY-NC-ND (ie the no derivatives Creative Commons licence).

This means that whilst the data is available it is not open data - so can not currently be put onto the planning data platform. - [Github discussion](https://github.com/digital-land/data-standards-backlog/discussions/101#discussioncomment-11913435)",,f
311a519f-bcd8-4ba8-9787-7f2c65f6de16,Sites of special scientific interest,A protected area that’s of particular interest to science due to rare species of fauna or flora or important geological or physiological features,"{""Protected sites"",SSSIs}",96,RESEARCH,t,,AD_HOC,f,"[{""name"": ""site-of-special-scientific-interest"", ""label"": ""Site of special scientific interest"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/site-of-special-scientific-interest.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/site-of-special-scientific-interest"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://www.gov.uk/guidance/protected-areas-sites-of-special-scientific-interest"", ""link_text"": ""SSSI guidance""}]",,sites-of-special-scientific-interest,2024-03-25,2025-01-27 08:00:37.944886,,,f,,,t
704d7aa2-90d5-4bae-ae28-8c8908533241,Ancient and veteran trees,"A tree that is of interest biologically, culturally or aesthetically because of its age, size or condition","{""Veteran trees""}",108,BACKLOG,t,,,f,,"[{""link_url"": ""https://www.gov.uk/guidance/ancient-woodland-ancient-trees-and-veteran-trees-advice-for-making-planning-decisions"", ""link_text"": ""Ancient and veteran tree guidance""}]","{""link_url"": ""https://www.gov.uk/guidance/ancient-woodland-ancient-trees-and-veteran-trees-advice-for-making-planning-decisions#ancient-and-veteran-trees"", ""link_text"": ""Natural England, Forestry Commission""}",ancient-and-veteran-trees,2024-03-25,2025-01-28 14:11:20.05077,,,f,,,t
4256b884-12b4-4c51-a42f-176e3ad25688,Areas which would benefit from flood defences,Areas that would benefit from the presence of defences in a 1 percent fluvial / 0.5 percent tidal flood event.,{},113,BACKLOG,t,,,f,,"[{""link_url"": ""https://ckan.publishing.service.gov.uk/dataset/flood-map-for-planning-rivers-and-sea-areas-benefiting-from-defences"", ""link_text"": ""National dataset documentation page""}]",,areas-which-would-benefit-from-flood-defences,2024-03-25,2025-01-28 14:13:26.86031,,,f,,,f
7e607c45-7d6d-4ce3-b27d-22e3883755fb,Local housing need,"",,,BACKLOG,t,,,f,,,,local-housing-need,2025-02-25,,,,f,,,f
b2e17328-e974-433c-abeb-39940e061a9c,Libraries,"A building containing collections of books and other media for use and borrowing by the public. Libraries increasingly have broader offerings, including child and youth provision, community services and health and wellbeing support.",,196,BACKLOG,t,,,f,,,,libraries,2024-03-25,2025-01-28 16:33:19.899748,,,f,,,t
f0b7c670-b91a-499a-8d1c-01580f95b01b,National forest inventory,"All forest and woodland area over 0.5 hectare with a minimum of 20% canopy cover, or the potential to achieve it",,84,CO_DESIGN,t,360143,ANNUALLY,f,,"[{""link_url"": ""http://data-forestry.opendata.arcgis.com/datasets/295e0278dc2641e2935c411d28908be9_0"", ""link_text"": ""National dataset documentation page""}]",,national-forest-inventory,2024-03-25,2024-09-03 14:27:46.654584,,,f,"The available data doesn't have a persistent ID for us to use as the reference. This would make it harder to track any changes that are made to entities.

We should reach out to the Forestry Commission to see if they can add one.
[See github discussion for more details](https://design.planning.data.gov.uk/planning-consideration/air-quality-management-areas/screen/).",,f
022c6960-7f05-416d-af8e-953848030cdd,Mine entry,The entrances into a mine,,,ARCHIVED,t,,,f,,,,mine-entry,2024-03-25,2024-04-09 14:01:22.728375,,,f,,,f
d0c8d988-27b8-4d10-ac3e-6d3957efe430,Certificate of immunity,A guarantee that a building or buildings will not be newly listed or given a building preservation notice for the next 5 years,,93,RESEARCH,t,,FORTNIGHTLY,f,"[{""name"": ""certificate-of-immunity"", ""label"": ""Certificate of immunity"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/certificate-of-immunity.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/certificate-of-immunity"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://historicengland.org.uk/listing/protect-historic-places/building-preservation-notices-and-certificates-of-immunity/#COIs"", ""link_text"": ""Guidance on applying to Historic England""}]","{""link_url"": ""https://www.legislation.gov.uk/ukpga/1990/9/contents"", ""link_text"": ""The Planning (Listed Buildings and Conservation Areas) Act 1990""}",certificate-of-immunity,2024-03-25,2025-01-29 08:42:26.955539,,,f,,,f
66c43537-0cb6-4b5a-88a4-5a2c29ea7159,Species data,Curated database of UK wildlife taxonomy ,,,ARCHIVED,t,,,f,,,,species-data,2024-03-25,2024-04-09 14:01:23.580015,,,f,,,f
463b59f8-70be-4839-ad8a-500509c8b876,Annual position statement,"",,,BACKLOG,t,,,f,,,,annual-position-statement,2025-02-25,,,,f,,,f
608c3a28-b485-4a34-ac29-0191b9b98e0e,Affordability index,"",,,BACKLOG,t,,,f,,,,affordability-index,2025-02-25,,,,f,,,f
97b2958b-3fd4-42a7-a555-d9ff3ea62884,Local air quality action plan,Plan that outlines local action to improve air quality,,200,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1995/25/contents"", ""link_text"": ""Environment Act 1995""}",local-air-quality-action-plan,2024-03-25,2025-01-28 16:33:56.61149,,,f,,,t
08ba3e9f-8fd1-4a1f-8c0e-a8a586100b10,Price paid data,Information on all property sales in England and Wales that are sold for value,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://www.gov.uk/government/collections/uk-house-price-index-reports#about-the-uk-hpi"", ""link_text"": ""National dataset documentation page""}]",,price-paid-data,2024-03-25,2024-04-09 14:01:23.116198,,,f,,,f
1157bfe4-8e1e-4f15-9ed6-c4aa62350cfd,Wildlife,Undomesticated animal species,,,ARCHIVED,t,,,f,"[{""name"": ""wildlife"", ""label"": ""Wildlife"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/wildlife.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/wildlife"", ""dataset_editor_url"": null}]",,,wildlife,2024-03-25,2024-07-05 15:38:05.083587,,,f,,,f
b587e9b5-18b9-4a54-baea-f5303429e6ad,National grid overhead lines,Electrical cables that transmit electricity across the country,,80,SCREEN,t,,,f,,"[{""link_url"": ""https://www.nationalgridet.com/network-and-assets/network-route-maps"", ""link_text"": ""National dataset documentation page""}]",,national-grid-overhead-lines,2024-03-25,2024-07-02 14:13:01.25923,,,f,Restrictive licence,,f
fac290eb-3c65-495c-822e-651ef3ef9ace,Authorised landfill sites,"Areas of land that are used to dump rubbish, either directly on the ground or filling in an unwanted hole",,114,BACKLOG,t,,,f,,,,authorised-landfill-sites,2024-03-25,2025-01-28 14:14:56.880722,,,f,,,f
52a17805-5097-48bd-9c03-34fb84b6a713,Borehole scans,"Scanned images of the records of all onshore Great Britain (or near shore) boreholes, trial pits, shafts and wells","{""Wellmaster hydrogeological database index""}",,ARCHIVED,t,,,f,,,,borehole-scans,2024-03-25,2024-04-09 14:01:21.599463,,,f,,,f
c4287c43-bcd7-4922-8149-d9e3aa537c30,Religious grounds,"Green space or greenspace is an area of undeveloped land in an urban context which is not usually available for development, such as playing fields, sports’ facilities, play areas and allotments.",,64,CO_DESIGN,t,,EVERY_6_MONTHS,f,,,,religious-grounds,2024-08-09,2024-09-24 10:25:51.609313,,,f,,,f
7b0a37be-abae-4bbc-aca1-d53cf20bbe1c,Best and most versatile agricultural land,Land considered the most capable of growing crops for food and non-food uses,,115,BACKLOG,t,,,f,"[{""name"": ""best-and-most-versatile-agricultural-land"", ""label"": ""Best and most versatile agricultural land"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/best-and-most-versatile-agricultural-land.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/best-and-most-versatile-agricultural-land"", ""dataset_editor_url"": null}]",,"{""link_url"": ""https://www.legislation.gov.uk/uksi/2015/595/contents/made"", ""link_text"": ""Town and Country Planning (Development Management Procedure (England) Order) (DMPO) 2015""}",best-and-most-versatile-agricultural-land,2024-03-25,2025-01-28 14:15:36.788852,,,f,,,t
0487a8b6-18d1-4798-858b-797328679585,Historic landfill,Sites where there is no PPC (Pollution Prevention and Control) permit or waste management licence currently in force,,90,CO_DESIGN,t,19806,AD_HOC,f,,,,historic-landfill,2024-03-25,2024-10-07 16:00:08.738553,,,f,"The identified single source dataset is currently blocked by the EA conditional licence, which is non-perpetual. To un-block this, we need to contact the EA to find a solution.",,f
1400219e-6371-40a4-ad49-2c87b52e70ef,Bgs mining hazards (not including coal),The potential for hazards due to underground (non-coal) mining,,116,BACKLOG,t,,,f,,,,bgs-mining-hazards,2024-03-25,2025-01-28 14:16:10.544237,,,f,,,f
a9ea0b0d-ba14-4775-91b4-8f8153d4f53a,Other sports facilities,"Courts and greens comprising natural or artificial surfaces, including tennis courts, bowling greens, athletics tracks and other outdoor sports areas",,64,CO_DESIGN,t,,EVERY_6_MONTHS,f,,,,other-sports-facilities,2024-08-09,2024-09-26 16:12:33.41565,,,f,,,t
ed8fa294-a35d-46ea-bd19-87ae5fbe72b0,Playing fields,Land in the open air provided for physical education or recreation,,64,CO_DESIGN,t,,EVERY_6_MONTHS,f,,,,playing-fields,2024-03-25,2024-09-26 16:13:04.923395,,,f,,,t
8ac76668-bc27-47f6-9702-6838ee66625c,Coal authority managed tips,Disused colliery tip sites owned and managed by the Coal Authority,,87,RESEARCH,t,34,UNKNOWN,f,,,,coal-authority-managed-tips,2024-03-25,2024-11-11 07:26:10.470165,,,f,,,f
ecac498d-b9fd-4477-8d6f-817c4fd22c23,Bldgs (buildings),Tall buildings over 50m,,121,BACKLOG,t,,,f,,,,bldgs,2024-03-25,2025-01-28 14:23:24.585821,,,f,,,f
ea34775f-9da0-4f90-abc7-59416d507e53,Britpits mines & quarries,"BritPits (an abbreviation of British Pits), include both surface and underground mineral workings, such as mines, quarries, oil wells, gas wells, ash and desulphogypsum plants.",,122,BACKLOG,t,,,f,,,,britpits-mines-quarries,2024-03-25,2025-01-28 14:23:49.997938,,,f,,,f
0d43fb3b-8f09-4797-8633-62bb084f2a6a,Enforcement notices,"",,156,BACKLOG,t,,,f,,,,enforcement-notices,2024-04-24,2025-01-28 16:15:08.72196,,,t,,,f
c8943f13-e7ff-409f-9122-e0fc01eeb373,Green corridors,Areas that create habitat connections and active travel routes through encouraging exercise and healthy living while linking fragmented sites of biodiversity,,171,BACKLOG,t,,,f,,,,green-corridors,2024-03-25,2025-01-28 16:22:46.60568,,,f,,,t
09d99208-349d-45da-abf1-e218de42fcf7,CASI multispectral imagery,,,,ARCHIVED,t,,,f,,,,casi-multispectral-imagery,2024-03-25,2024-04-09 14:01:21.658982,,,f,,,f
d3e0cad2-355b-4021-a22b-c3c19ff5580c,Central government buildings,Buildings that the UK central government owns or occupies,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://www.data.gov.uk/dataset/c186e17f-654d-4134-aed7-b3f13469546a/central-government-welsh-ministers-and-local-government-including-property-and-land"", ""link_text"": ""URL of national dataset""}]",,central-government-buildings,2024-03-25,2024-04-09 14:01:21.678114,,,f,,,f
9a50c3c9-0bcf-4f7e-8287-c01c615561b9,Outstanding notices,,,,ARCHIVED,t,,,f,,,,outstanding-notices,2024-03-25,2024-04-09 14:01:23.003266,,,f,,,f
edebb0c5-f465-4008-ad18-ededa22b54fe,Clinics,Buildings which people can go to for medical care or advice,,,ARCHIVED,t,,,f,,,,clinics,2024-03-25,2024-07-29 10:13:37.469603,,,f,,,f
3ce85739-1a7e-4e77-8a38-9c574641d426,Local heritage assets,Assets designated by local authorities which are of local significance and require protection,"{""Non designated and locally listed historic assets"",""Locally listed areas""}",204,BACKLOG,t,,,f,,,,local-heritage-assets,2024-03-25,2025-01-28 16:34:45.169187,,,f,,,t
d0c60ff6-a408-4433-9c23-2ffe1ed8b324,Major roads,Motorways and all class 'A' roads,,,ARCHIVED,t,,,f,,,,major-roads,2024-03-25,2024-07-29 10:22:58.945382,,,f,,,f
e85551cc-2b49-4fd1-883d-49266befdc5d,Archaeological remains,"Sites where archaeological remains are discovered, and require conservation",,88,RESEARCH,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/1979/46"", ""link_text"": ""Ancient Monuments and Archaeological Areas Act 1979""}",archaeological-remains,2024-03-25,2024-08-09 07:14:38.71258,,,f,,,f
f3a62905-f923-4c74-a101-6e8b810f197a,Uprn,Unique Property Reference Number (UPRN) is the unique identifier for every addressable location in the UK,,72,CO_DESIGN,t,,EVERY_6_WEEKS,f,,"[{""link_url"": ""https://osdatahub.os.uk/downloads/open/OpenUPRN"", ""link_text"": ""National dataset documentation page""}]",,uprn,2024-03-25,2024-09-05 11:00:41.626286,,,f,,,f
3abac54c-66e9-47af-bae2-b13393f17e23,BGS geological indicators of flooding,,,,ARCHIVED,t,,,f,,,,bgs-geological-indicators-of-flooding,2024-03-25,2024-04-09 14:01:21.46651,,,f,,,f
d7a60592-1265-46fe-a301-6b3d8cfe68d1,Locally significant industrial sites (lsis),Sites that have particular local importance for industrial and related functions,,206,BACKLOG,t,,,f,,,,locally-significant-industrial-sites,2024-03-25,2025-01-28 16:35:51.103653,,,f,,,t
