id,name,description,synonyms,github_discussion_number,stage,public,expected_number_of_records,frequency_of_updates,prioritised,datasets,useful_links,legislation,slug,created,updated,deleted_date,specification,is_local_land_charge,blocked_reason,os_declaration,is_local_plan_data
05366a3f-b8a7-4717-83e4-cfd98ae2b7fc,Road classification,"The system of roads classification that all UK roads (excluding motorways) fall into - A roads, B roads, classified unnumbered, unclassified","{""Classified roads""}",,SCREEN,t,,,f,,"[{""link_url"": ""https://docs.google.com/document/d/199-f6cigd4WcQm2jFDlb7qt3HrriLPkvY95qNzbQ-34/edit#heading=h.lb9do641w06g"", ""link_text"": ""Fact sheet url""}]",,road-classification,2024-03-25,2024-06-06 11:26:12.952947,,,t,,,f
b2ce4358-e58a-4dd4-a330-9ce77e5f2d58,School catchment areas,Geographical area surrounding a school from which it will usually take most of its pupils,,248,BACKLOG,t,,,f,,,,school-catchment-areas,2024-03-25,2025-01-28 16:56:55.752235,,,f,,,t
dcbe489d-3928-4f0b-9f89-721fb3215488,Coastal erosion risk,"",,,BACKLOG,t,,,f,,"[{""link_url"": ""https://www.gov.uk/guidance/updates-to-national-flood-and-coastal-erosion-risk-information"", ""link_text"": ""New national flood and coastal erosion risk information""}]",,coastal-erosion-risk,2025-02-04,2025-02-04 18:00:29.645043,,,f,,,f
e1f23247-74f6-4c89-8f88-426cb9a7ffcc,Canals,Human-made waterways that allow boats and ships to pass from one body of water to another,{Watercourses},125,BACKLOG,t,,,f,,,,canals,2024-03-25,2025-01-28 14:24:57.63959,,,f,,,f
9d88e537-4dd1-447e-b25c-ae862021b97d,Coal authority mine water treatment schemes,Locations where mine water is treated to improve water quality in polluted rivers,,126,BACKLOG,t,,,f,,,,coal-authority-mine-water-treatment-schemes,2024-03-25,2025-01-28 14:25:22.041139,,,f,,,f
45f27fed-ab64-4bc1-b205-93c134551a30,Existing railway network,The existing railway network.,,160,BACKLOG,t,,,f,,,,existing-railway-network,2024-03-25,2025-01-28 16:16:58.896699,,,f,,,t
603a7940-bf70-4518-8c32-ac35f3221079,National chargepoint register,Database of public electric vehicle chargepoints  in the UK,,214,BACKLOG,t,,,f,,,,national-chargepoint-register,2024-03-25,2025-01-28 16:42:49.51229,,,f,,,f
bd32868f-79d0-4663-a018-41346cc1083e,National cycle network,"The UK-wide network of signed paths and routes for walking, wheeling, and cycling outdoors",,215,BACKLOG,t,,,f,,,,national-cycle-network,2024-03-25,2025-01-28 16:43:11.674802,,,f,,,t
9d38e216-3284-41d5-b32e-4c527b507c55,Local Environment Record Centre boundaries,Local Environmental Records Centre (LERC) areas,{LERC},,BACKLOG,t,,,f,,,,local-environment-record-centre-boundaries,2024-03-25,2025-01-08 08:56:50.555314,,,f,,,f
7e50aecf-18bd-4511-88b3-c957f8d80d45,COMAH – major hazard sites,Sites storing or handling large quantities of chemicals or hazardous substances that are covered by the Control of Major Accident Hazards (COMAH) Regulations ,"{""Control of major accident and hazard sites""}",,ARCHIVED,t,,,f,,,,comah-major-hazard-sites,2024-03-25,2024-04-09 14:01:21.748365,,,f,,,f
3d615878-c8f8-4fbc-a3f4-bbe9a760601f,Contravention of building notices,"Notices requiring work that does not comply with building regulations to be pulled down or removed, or for additional work to be carried out to make it comply",,,ARCHIVED,t,,,f,,,,contravention-of-building-notices,2024-03-25,2024-04-09 14:01:21.794253,,,f,,,f
af160b10-5e35-49ba-bdec-da85bbe4b589,Doorstep greens,New or renovated areas of public open space close to people’s homes that can be enjoyed permanently by the local community,,,ARCHIVED,t,,,f,,,,doorstep-greens,2024-03-25,2024-07-29 10:14:54.135464,,,f,,,f
529cd585-7b69-42a9-9591-b6d0e2481cc9,Crossrail route,"Train route linking Reading and Heathrow in the west with Shenfield and Abbey Wood in the east, via tunnels under central London",,,ARCHIVED,t,,,f,,,,crossrail-route,2024-03-25,2024-04-09 14:01:21.836854,,,f,,,f
03bc9014-6e82-49db-9f81-80057bd1b52a,Crossrail stations,"Stations on the train route linking Reading and Heathrow in the west with Shenfield and Abbey Wood in the east, via tunnels under central London",,,ARCHIVED,t,,,f,,,,crossrail-stations,2024-03-25,2024-04-09 14:01:21.844003,,,f,,,f
a77daebb-2cf9-4e52-a97a-e17fc5eb6d36,Nhs trusts,An organisational unit within the NHS that serves either a geographical area or a specialised function (such as an ambulance service),,218,BACKLOG,t,,,f,,,,nhs-trusts,2024-03-25,2025-01-28 16:44:13.732589,,,f,,,f
29064999-c6f2-4d80-ab3b-286b65eccbba,Landmark buildings,Buildings of great historical or artistic value that have protection to prevent them from being changed or destroyed,,,ARCHIVED,t,,,f,,,,landmark-buildings,2024-03-25,2024-04-09 14:01:22.483396,,,f,,,f
d058f26a-6095-4411-98b6-3861b0944110,Noise action important areas,A framework to manage environmental noise and to protect quiet areas in large urban areas,,219,BACKLOG,t,,,f,,,,noise-action-important-areas,2024-03-25,2025-01-28 16:44:36.730174,,,f,,,f
e1fc55e4-6955-47df-ba6b-ffe2c98fd17f,Development consent order boundary,"The boundary of the nationally significant infrastructure project (NSIP), which has been granted planning consent through the development consent order (DCO) process.",,,ARCHIVED,t,,,f,,,,development-consent-order-boundary,2024-03-25,2024-04-09 14:01:21.876851,,,f,,,f
7782ee42-f96d-4d21-b383-73838a78589f,Non designated heritage asset,"Buildings, monuments, sites, places, areas or landscapes identified by planmaking bodies as having a degree of heritage significance needing consideration in planning decisions, but which do not meet the criteria for designated heritage assets",,220,BACKLOG,t,,,f,,,,non-designated-heritage-asset,2024-03-25,2025-01-28 16:44:59.667691,,,f,,,t
232fed70-256f-43c0-8f54-9283ccd6e8cf,Dune slack likely locations,Likely locations and boundaries of dune slacks (a depression in the coastal dune system) for sites around England,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://ckan.publishing.service.gov.uk/dataset/dune-slack-likely-locations"", ""link_text"": ""National dataset documentation page""}]",,dune-slack-likely-locations,2024-03-25,2024-04-09 14:01:21.910008,,,f,,,f
df78f99d-7f3a-4dd7-93b9-c58ca963d590,Environmental & pollution notice,Notice issuing penalties for environmental crimes,,,ARCHIVED,t,,,f,,,,environmental-pollution-notice,2024-03-25,2024-04-09 14:01:21.941722,,,f,,,f
f61c8d59-4a57-48a4-8e07-2ea76f3dea5d,Nuclear consultation zone,Consultation zones to limit the radiological consequences to members of the public in the event of a radiation emergency,"{""Nuclear safety zones""}",221,BACKLOG,t,,,f,,,,nuclear-consultation-zone,2024-03-25,2025-01-28 16:45:23.092239,,,f,,,f
a3c807a8-a2fb-4947-9135-4a4c645eb3d2,Nuclear power stations,Power plants that use the process of nuclear fission to generate electricity,,222,BACKLOG,t,,,f,,,,nuclear-power-stations,2024-03-25,2025-01-28 16:45:45.894582,,,f,,,f
68c8de54-f9be-4617-a25a-19b874d16a9c,Explosive and ordnance storage,,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://docs.google.com/document/d/13TarVxC94K5M49_LfJyr2EHW9rZT0_cPsJ_u8fVWNrw/edit#heading=h.lb9do641w06g"", ""link_text"": ""Fact sheet url""}]",,explosive-and-ordnance-storage,2024-03-25,2024-04-09 14:01:21.979801,,,f,,,f
5a1bd3ab-d040-4e9e-9e6e-3835b1b5292f,Planning application consultations,The period of consultation where views on the proposed development can be communicated,,225,BACKLOG,t,,,f,,,,planning-application-consultations,2024-03-25,2025-01-28 16:46:58.94175,,,f,,,f
0de006ed-cc21-44b7-a8a6-823d18ffa259,Minerals and waste plan,Locations for future minerals extraction (such as sand and gravel pits or crushed rock quarries) and for the development of waste management facilities (such as recycling centres),,212,RESEARCH,t,,,f,,,,minerals-and-waste-plan,2024-03-25,2025-01-29 15:15:25.912287,,,f,,,t
4b1298fe-202a-49b2-a79b-490407081e89,Previously developed land,"",,,BACKLOG,t,,,f,,,,previously-developed-land,2025-02-25,,,,f,,,f
b69da32c-55a4-4b54-9a79-67f13136fe22,Grey belt,"",,,BACKLOG,t,,,f,,,,grey-belt,2025-02-25,,,,f,,,f
becf3fb7-b26f-417a-8d99-dcdcfe883b75,Coalfield,A coal mining area that could contain unrecorded hazards,,128,BACKLOG,t,,,f,,,,coalfield,2024-03-25,2025-01-28 14:26:27.818208,,,f,,,f
baa7ea15-a430-4427-8e46-54f3e4bb8f7c,Coalfield consultation area,Areas where the Coal Authority recommends a mining search report is required for property conveyancing or development,,129,BACKLOG,t,,,f,,,,coalfield-consultation-area,2024-03-25,2025-01-28 14:26:49.397986,,,f,,,f
540ad92b-850d-4cbc-8ecb-9d58c4b91d07,Coastal storm surge flood risk areas,A storm surge is a change in sea level that is caused by a storm. They can lead to extensive flooding and are dangerous for people living in many coastal areas.,,131,BACKLOG,t,,,f,,,,coastal-storm-surge-flood-risk-areas,2024-03-25,2025-01-28 14:27:39.967868,,,f,,,f
fb65e64b-227a-4cc3-ae95-417a7b72603a,Coastal topographic surveys,"Surveys covering beaches, dunes, cliffs, saltmarshes and coastal defence structures",,132,BACKLOG,t,,,f,,,,coastal-topographic-surveys,2024-03-25,2025-01-28 14:28:16.289432,,,f,,,f
a0732327-1461-4ea5-ad15-a9ff713cd31a,Conservation convenant,"A conservation covenant agreement is a private, voluntary agreement to conserve the natural or heritage features of the land. This can include buildings on the land.",,137,BACKLOG,t,,,f,,,,conservation-convenant,2024-05-16,2025-01-28 16:04:44.629112,,,t,,,f
646f5ef5-d648-4ef8-9d6d-bc718d1560cb,Critical drainage areas,"",,143,BACKLOG,t,,,f,,,,critical-drainage-areas,2024-07-08,2025-01-28 16:07:07.920336,,,f,,,t
28280507-b23a-43ef-82f9-cff9241e3403,Gigabit availability coverage,"The coverage of where wifi download speeds of 1,000mbps (megabits per second) are available.",,281,BACKLOG,t,,,f,,,,gigabit-availability-coverage,2025-03-03,2025-03-04 12:18:04.697444,,,f,,,f
9c841ea6-440a-4fbe-b50c-853e8dbeaace,Neighbourhood development order,"",,,BACKLOG,t,,,f,,,,neighbourhood-development-order,2025-03-25,,,,f,,,f
d093c179-a107-49c3-ab80-5f4707229c6c,Supplementary plans,"",,,BACKLOG,t,,,f,,,,supplementary-plans,2025-03-25,,,,f,,,f
4c509ddc-4e99-491d-8a80-df4f18d04479,Business improvement districts,"",,,BACKLOG,t,,,f,,,,business-improvement-districts,2025-03-25,,,,f,,,f
f917ba49-a6b0-4a7f-a033-ebff86928814,Village green status,"",,,BACKLOG,t,,,f,,,,village-green-status,2025-03-25,,,,f,,,f
2192e8db-00af-428f-8741-771dd55f0210,Less favoured areas,Remote and constrained rural areas where funding is provided to farming businesses,,195,BACKLOG,t,,,f,,,,less-favoured-areas,2024-03-25,2025-01-28 16:32:58.899275,,,f,,,f
6ab75da5-9d23-4ff4-8530-5f2468dc4b18,Planning application variance,Options for amending proposals that have planning permission,{Section73},226,BACKLOG,t,,,f,,,,planning-application-variance,2024-03-25,2025-01-28 16:47:25.545802,,,f,,,f
dcc84cbd-7f05-4ca8-b53f-5c20acab192d,Flood risk zones 3,"An area with a 1% (1 in 100) or greater chance of flooding from rivers, or a 0.5% (1 in 200) or greater chance of flooding from the sea ",,46,ARCHIVED,t,,,f,,"[{""link_url"": ""https://ckan.publishing.service.gov.uk/dataset/flood-map-for-planning-rivers-and-sea-flood-zone-3"", ""link_text"": ""National dataset documentation page""}]",,flood-risk-zones-3,2024-03-25,2024-04-10 08:01:11.839699,,,f,,,f
ef3ba6e8-0273-48f2-b3fb-604bf8012f07,Food hygiene rating,Rating that reflects the standards of food hygiene found on the date of the local authority inspection,,,ARCHIVED,t,,,f,,,,food-hygiene-rating,2024-03-25,2024-04-09 14:01:22.055345,,,f,,,f
d0c8d287-d2c6-43cc-9257-ada5b7fab040,Food safety notice,Notices of serious food safety problems that can include banning certain equipment or processes until improvements have been made,,,ARCHIVED,t,,,f,,,,food-safety-notice,2024-03-25,2024-04-09 14:01:22.062021,,,f,,,f
7b844a3f-a754-4962-b002-734f1ff854e1,Development corporation,"Statutory bodies set up to regenerate a designated area - once designated, they become the planning authority",,148,BACKLOG,t,,,f,,,"{""link_url"": ""https://www.legislation.gov.uk/ukpga/2016/1/enacted"", ""link_text"": ""The Localism Act 2011, The Cities and Local Government Devolution Act 2016 ""}",development-corporation,2024-03-25,2025-01-28 16:08:53.81182,,,f,,,f
839a0905-243b-4f2b-b23c-141086d9efe5,GeoClimate,Maps and data showing potential change in subsidence due to changes in climate,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://www.bgs.ac.uk/datasets/geoclimateukcp18-open/"", ""link_text"": ""National dataset documentation page""}]",,geoclimate,2024-03-25,2024-04-09 14:01:22.084492,,,f,,,f
bc4536ac-3295-42e7-9d55-6a57b7c942bb,Geological disturbance - faults,Lines of discontinuity in bedrock where rocks have moved relative to each other,,,ARCHIVED,t,,,f,,,,geological-disturbance-faults,2024-03-25,2024-04-09 14:01:22.090667,,,f,,,f
828c8d0d-2d24-49c5-bee5-8c320abd252c,Geological disturbance - fissure and breakline,"Fissures are a crack or opening in rock or the earth created by mining  and breaklines are a vertical step in the rock or earth, created when underground mining has caused differential settlement at the surface",,,ARCHIVED,t,,,f,,,,geological-disturbance-fissure-and-breakline,2024-03-25,2024-04-09 14:01:22.09713,,,f,,,f
d29557fb-2a26-4d1a-b7ba-0bd9ebcdeab7,Geology 625K,Data identifying landscape areas (shown as polygons) attributed with geological names and rock type descriptions,"{""BGS Geology 625k""}",,ARCHIVED,t,,,f,,"[{""link_url"": ""https://www.bgs.ac.uk/products/digitalmaps/DiGMapGB_625.html"", ""link_text"": ""National dataset documentation page""}]",,geology-625k,2024-03-25,2024-04-09 14:01:22.10377,,,f,,,f
0179f838-5b91-4fd9-b3f4-b71f9ecf04b1,GeoSure 5km hex grids,Overview of the likelihood of 6 naturally occurring geohazards ,,,ARCHIVED,t,,,f,,,,geosure-5km-hex-grids,2024-03-25,2024-04-09 14:01:22.117393,,,f,,,f
18bb90d9-79ae-4538-8fe5-c878ff404a54,GeoSure shrink-swell 3D,Map identifying areas of potential shrinking and swelling of the ground in 3D in the London and Thames Valley area,,,ARCHIVED,t,,,f,,,,geosure-shrink-swell-3d,2024-03-25,2024-04-09 14:01:22.123755,,,f,,,f
5bbb94ba-e97f-4965-9032-84171d0fc4b5,GeoSure shrink-swell subsurface,Map identifying areas of potential shrinking and swelling of the ground that are hidden from the surface underneath other solid formations ,,,ARCHIVED,t,,,f,,,,geosure-shrink-swell-subsurface,2024-03-25,2024-04-09 14:01:22.130451,,,f,,,f
f5cf16a1-dec6-47e5-bdd5-b9b30ec8a382,Police stations,The local headquarters of the police,,227,BACKLOG,t,,,f,,,,police-stations,2024-03-25,2025-01-28 16:47:43.867027,,,f,,,t
d6a55a9a-608d-4798-9ce0-2570e3857392,Pollinator corridors,"A corridor of native plants that connects different areas of habitat, providing nutrition and homes for pollinators",,228,BACKLOG,t,,,f,,,,pollinator-corridors,2024-03-25,2025-01-28 16:48:05.850614,,,f,,,f
8cdf1565-d9db-499d-bdf1-0783cc3044a4,Great Crested Newt strategic opportunity areas,Areas where new ponds would benefit great crested newt (GCN) populations ,,,BACKLOG,t,,,f,,,,great-crested-newt-strategic-opportunity-areas,2024-03-25,2024-04-09 14:01:22.17375,,,f,,,f
9f5c81cc-0712-40b3-b784-66f5c8a1a96d,Ports,"A maritime facility comprising one or more wharves or loading areas, where ships load and discharge cargo and passengers.","{""Ferry exchanges""}",229,BACKLOG,t,,,f,,,,ports,2024-03-25,2025-01-28 16:48:23.697711,,,f,,,f
20775188-2260-4d61-8b7c-f83936d074d4,GP practices,Buildings in which one or more GPs provide general medical services to patients,,,ARCHIVED,t,,,f,,,,gp-practices,2024-03-25,2024-07-29 10:18:33.225935,,,f,,,f
eee5654b-322b-4888-9208-0bec2510b210,Previously listed buildings,Listed buildings that have been de-listed,,230,BACKLOG,t,,,f,,,,previously-listed-buildings,2024-03-25,2025-01-28 16:49:08.93267,,,f,,,f
4f8adde6-5ef3-4d36-8e7e-54444c70d2ac,Primary healthcare,"Primary care services provide the first point of contact in the healthcare system, including GPs, pharmacies, dentists, and optometrists",,231,BACKLOG,t,,,f,,,,primary-healthcare,2024-03-25,2025-01-28 16:49:30.570453,,,f,,,t
27a45bc7-e68f-442b-9b03-4f3213937f39,Primary schools,Primary education typically cover those aged between 4 and 11.,,232,BACKLOG,t,,,f,,,,primary-schools,2024-03-25,2025-01-28 16:49:58.345891,,,f,,,t
0476c8f1-7243-4d50-aedd-23cccaf86a4f,Health and Safety Executive Consultation Zones,"The Health and Safety Executive (HSE) sets the consultation zone around major hazard sites and major accident hazard pipelines, after assessing the risks and likely effects of major accidents","{""Safety hazard areas""}",,SCREEN,t,,,f,,"[{""link_url"": ""https://docs.google.com/document/d/1YgFbQ_-ye98hrGYQg9j5HXtPeVrr8Zcx_08NHAlWe6c/edit"", ""link_text"": ""Fact sheet url""}]",,health-and-safety-executive-consultation-zones,2024-03-25,2024-04-09 14:01:22.250068,,,f,,,f
10d1bd51-664c-4adb-940a-8b4e9be55120,Priority habitat inventory,Geographic extent and location of habitats of principal importance,,233,BACKLOG,t,,,f,,,,priority-habitat-inventory,2024-03-25,2025-01-28 16:50:23.693173,,,f,,,f
76549fe5-08d5-4ac9-b611-a0c3863fa45d,Landmark features,Easily recognisable features of land that help us work out where we are,,,ARCHIVED,t,,,f,,,,landmark-features,2024-03-25,2024-04-09 14:01:22.490007,,,f,,,f
96d81c2d-1fb2-4f8c-b52b-0ef1e6fee732,Proposed ramsar sites,Proposed boundaries of wetlands of international importance,"{""Protected sites""}",234,BACKLOG,t,,,f,"[{""name"": ""proposed-ramsar-site"", ""label"": ""Proposed ramsar site"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/proposed-ramsar-site.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/proposed-ramsar-site"", ""dataset_editor_url"": null}]",,,proposed-ramsar-sites,2024-03-25,2025-01-28 16:50:44.878501,,,f,,,t
65e8a086-b6d3-47b6-9b97-c12e27f5c847,Highway network,,,,ARCHIVED,t,,,f,,,,highway-network,2024-03-25,2024-07-29 10:22:28.444563,,,f,,,f
2f093fc8-de8b-467d-ba26-83996ae89a08,Houses in multiple occupation,A property rented out by at least 3 people who are not from one 'household' (for example a family) but share facilities like the bathroom and kitchen,,,ARCHIVED,t,,,f,,,,houses-in-multiple-occupation,2024-03-25,2024-06-06 11:26:17.783967,,,t,,,f
c444d76d-dcf2-4e0a-9260-2db1e04d39d0,Energy and renewable statistics,"",,154,BACKLOG,t,,,f,,,,energy-and-renewable-statistics,2024-03-25,2025-01-28 16:14:01.456675,,,f,,,f
f8db0a26-0995-4a50-9fd1-df052433dac2,Hospital performance,Measures of hospital performance on a national level,,,ARCHIVED,t,,,f,,,,hospital-performance,2024-03-25,2024-04-09 14:01:22.340198,,,f,,,f
55919589-3600-4222-834e-994e8ad863e7,Hydrogeological maps,Maps that bring basic geological information together with data on the hydraulic and hydrochemical characteristics of rocks and their usefulness for groundwater supply,,,ARCHIVED,t,,,f,,,,hydrogeological-maps,2024-03-25,2024-04-09 14:01:22.380553,,,f,,,f
5d89ab76-8d0b-4afd-94e4-5e0fa89c9995,Inner urban improvement area,,,,ARCHIVED,t,,,f,,,,inner-urban-improvement-area,2024-03-25,2024-04-09 14:01:22.406134,,,f,,,f
99d9688c-18de-491f-9b27-a252691c178c,Key business areas,,,,ARCHIVED,t,,,f,,,,key-business-areas,2024-03-25,2024-04-09 14:01:22.438115,,,f,,,f
9c7bca75-c414-4584-8f6f-64aa03e798cb,Main rivers,Designated larger rivers and streams,"{Watercourses,rivers}",70,CO_DESIGN,t,,EVERY_6_MONTHS,f,"[{""name"": ""main-river"", ""label"": ""Main river"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/main-river.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/main-river"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://www.ordnancesurvey.co.uk/business-government/products/open-map-rivers"", ""link_text"": ""National dataset documentation page""}]",,main-rivers,2024-03-25,2024-09-05 10:54:07.140693,,,f,,,f
db39f341-af14-4dde-a718-07827727ec30,Air quality management areas,Areas where air pollution levels have exceeded the national air quality objectives,"{""Air quality management locations"",AQMA}",55,TEST_AND_ITERATE,t,643,AD_HOC,f,"[{""name"": ""air-quality-management-area"", ""label"": ""Air quality management area"", ""schema_url"": ""https://github.com/digital-land/specification/blob/main/content/dataset/air-quality-management-area.md?plain=1"", ""platform_url"": ""https://www.planning.data.gov.uk/dataset/air-quality-management-area"", ""dataset_editor_url"": null}]","[{""link_url"": ""https://docs.google.com/document/d/1TU0-gSBKGoc6XJMtm_ccB1W3z2zb_1SvVakfn2yiE4w/edit#heading=h.9rwg3m580tpf"", ""link_text"": ""Fact sheet url""}]","{""link_url"": ""https://www.legislation.gov.uk/ukpga/1995/25/contents"", ""link_text"": ""The Environment Act 1995""}",air-quality-management-areas,2024-03-25,2025-02-05 11:20:05.348134,,,f,,"{""status"": ""Unknown"", ""further_information_url"": """"}",t
c1ca0682-f29d-4adb-8b69-88d1cf504a8b,Land ownership boundary,The rough boundary of a property,"{""Land registry polygons;Red line boundaries""}",,ARCHIVED,t,,,f,,,,land-ownership-boundary,2024-03-25,2024-04-09 14:01:22.457778,,,f,,,f
f10c5196-ca9a-46fb-b610-aa024105eb0a,Hospitals,Building where medical and surgical treatment and nursing care for sick or injured people is provided,,,ARCHIVED,t,,,f,,,,hospitals,2024-03-25,2024-07-29 10:25:48.22553,,,f,,,f
61994b2d-18bd-441f-9f9c-42aa96b933bd,Locally listed areas,To protect locally important historic places and spaces,,,ARCHIVED,t,,,f,,,,locally-listed-areas,2024-03-25,2024-07-29 10:28:12.564864,,,f,,,f
6d1b245a-40e2-4eb7-b1d5-1304fcdad496,Statement of community involvement (sci),"A ""Statement of Community Involvement"" (SCI) is a document issued by a local council that outlines how they will engage with the community when making planning decisions, explaining the methods they will use to consult residents and other stakeholders during the development of planning policies and when considering individual planning applications.",{SCI},278,RESEARCH,t,,,f,,,,statement-of-community-involvement,2025-02-05,2025-02-07 11:28:16.295227,,,f,,,f
ae7700dc-adc4-44af-a01c-321b508bb0ae,LiDAR composite DSM - 2m,,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://ckan.publishing.service.gov.uk/dataset/lidar-composite-dsm-2017-2m"", ""link_text"": ""National dataset documentation page""}]",,lidar-composite-dsm-2m,2024-03-25,2024-04-09 14:01:22.518851,,,f,,,f
ddef1c1d-5276-4dd3-bef1-8fc29fb3d1b0,LiDAR composite DTM - 1m,,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://ckan.publishing.service.gov.uk/dataset/lidar-composite-dtm-2017-1m"", ""link_text"": ""National dataset documentation page""}]",,lidar-composite-dtm-1m,2024-03-25,2024-04-09 14:01:22.525437,,,f,,,f
513e53d6-959d-48f3-bd71-cde16f3d934e,LiDAR composite DTM - 25cm,,,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://ckan.publishing.service.gov.uk/dataset/lidar-composite-dtm-2017-25cm"", ""link_text"": ""National dataset documentation page""}]",,lidar-composite-dtm-25cm,2024-03-25,2024-04-09 14:01:22.532372,,,f,,,f
5d89bd30-886e-432e-86c6-cc4ddea45422,Bgs soil chemistry for environmental assessments,"Identification of potentially harmful elements (PHEs) that under certain circumstances can be harmful to plants, animals or people",,117,BACKLOG,t,,,f,,,,bgs-soil-chemistry-for-environmental-assessments,2024-03-25,2025-01-28 14:16:32.118994,,,f,,,f
b2cb61c7-129e-4228-aa9c-aef008c606d4,Historical mineral planning permissions,"Boundaries for permitted, withdrawn and refused mineral planning permissions for England and Wales",,181,BACKLOG,t,,,f,,,,historical-mineral-planning-permissions,2024-03-25,2025-01-28 16:27:07.708573,,,f,,,f
17b3c8fd-cd07-46e3-ad65-c50df99534ff,Major railway improvement schemes,,,,ARCHIVED,t,,,f,,,,major-railway-improvement-schemes,2024-03-25,2024-04-09 14:01:22.688403,,,f,,,f
5b212b7b-e622-4803-85bd-067b2a3f2dfc,Local validation checklist,,"{""Local area requirements""}",52,ARCHIVED,t,,,f,,,,local-validation-checklist,2024-03-25,2024-04-10 08:01:12.39099,,,f,,,f
c5b7cd75-c9e7-4c62-becc-cae9919879c0,National underground asset register,"The Geospatial Commission, part of the Department for Science, Innovation and Technology, is building a digital map of underground pipes and cables that will revolutionise the way we install, maintain, operate and repair our buried infrastructure - the National Underground Asset Register (NUAR).",{NUAR},279,BACKLOG,t,,,f,,,,national-underground-asset-register,2025-02-10,2025-02-10 17:15:19.172103,,,f,The NUAR is available via a portal for those involved in 'digging' to refer to. DSIT are keen for 'planning' to be a use case to consider wider applications for the NUAR and are looking at running a discovery in 2025. ,,f
3379d2ea-9ede-4422-868c-759b16558310,Millennium greens,Areas of green space for the benefit of local communities created to celebrate the millennium,,,ARCHIVED,t,,,f,,,,millennium-greens,2024-03-25,2024-04-09 14:01:22.713335,,,f,,,f
e71eb3fc-9c33-4699-bafe-7dd786175770,Mineral assessment reports,,,,ARCHIVED,t,,,f,,,,mineral-assessment-reports,2024-03-25,2024-04-09 14:01:22.736528,,,f,,,f
4517ba1b-d58a-496d-b05d-2ee74d36b024,MORECS,Evaporation and soil moisture deficit for the UK (Meteorological Office rainfall and evaporation calculation system),,,ARCHIVED,t,,,f,,,,morecs,2024-03-25,2024-04-09 14:01:22.763846,,,f,,,f
6ac94919-fd01-47ff-9b38-c7db19ad9b78,Multibeam bathymetry,High resolution elevation information of underwater terrain,,,ARCHIVED,t,,,f,,,,multibeam-bathymetry,2024-03-25,2024-04-09 14:01:22.770533,,,f,,,f
0e909115-743c-4233-9bbe-fc3b831c3cf4,Water resource management plan,Water Resource Management Plans (WRMPs) set out how water companies intend to achieve a secure supply of water for their customers while protecting and enhancing the environment.,{WRMPs},282,BACKLOG,t,,,f,,,,water-resource-management-plan,2025-03-03,2025-03-04 12:19:44.269517,,,f,,,f
7445c8ff-625d-48d5-9eea-e429f1cb6aa4,Supply-demand balance (water),"A ""water supply-demand balance"" refers to the equilibrium between the amount of available water supply and the amount of water demanded by users, essentially signifying whether there is enough water to meet current needs.",,283,BACKLOG,t,,,f,,,,supply-demand-balance,2025-03-03,2025-03-04 12:21:15.136563,,,f,,,f
94fc1b9b-214c-4bfb-a886-4b4a5ec91bea,National coach services,Timetable data for several mainland UK coach services not contained in the Traveline national dataset (TNDS),,,ARCHIVED,t,,,f,,"[{""link_url"": ""https://data.gov.uk/dataset/3a3b32f3-d727-4623-aa17-daa2f39aaf92/national-coach-services-ncsd"", ""link_text"": ""National dataset documentation page""}]",,national-coach-services,2024-03-25,2024-04-09 14:01:22.790806,,,f,,,f
c50c73ea-689f-416b-9255-5b9db57c91ec,Local listed building consent orders,"",,,BACKLOG,t,,,f,,,,locally-listed-building-consent-orders,2025-03-25,2025-03-26 10:41:01.493707,,,f,,,f
1c26ae29-b6cd-4f3f-8014-456cf9fd7e83,Nearby road schemes,,,,ARCHIVED,t,,,f,,,,nearby-road-schemes,2024-03-25,2024-07-19 08:58:41.922655,,,f,,,f
988cde99-5852-4406-b316-99f115d50ac4,Integrated care board (icb),"Partnerships between the NHS, councils and the voluntary sector to improve health and care services",,187,BACKLOG,t,,,f,,,,integrated-care-board,2024-03-25,2025-01-28 16:29:48.534244,,,f,,,f
354a5da8-4919-48f2-ac55-5945f025b4c1,National character areas,Geographically unique areas of the UK,,213,BACKLOG,t,,,f,,,,national-character-areas,2024-03-25,2025-01-28 16:42:23.707572,,,f,,,t
8a454795-c478-4302-9b1d-0c4578977e3b,National flood and coastal erosion risk management strategy,Strategy for flooding and coastal change resilience,,,ARCHIVED,t,,,f,,,,national-flood-and-coastal-erosion-risk-management-strategy,2024-03-25,2024-07-29 10:29:59.15871,,,f,,,f
